"","simu","n","p","omega_structure","zi_type","zi_config","method","criterion","omega_rmse","AUC","rmse_fit","fallout","recall","precision","f1_score","time"
"60","20","300","20","erdos_renyi","covar","covar_1","PLN_ZIvar","BIC","0.06","0.775425","0.527743428003038","0","0.143","1","0.25","9.68968081474304"
"61","21","300","20","erdos_renyi","covar","covar_1","PLN","BIC","0.07","0.2815","0.442785047706261","0.314","0.2","0.017","0.031","13.9670805931091"
"62","21","300","20","erdos_renyi","covar","covar_1","ZIPLN","BIC","0.04","0.4891","0.547861023579582","0","0.2","1","0.333","22.2875771522522"
"63","21","300","20","erdos_renyi","covar","covar_1","PLN_ZIvar","BIC","0.04","0.5359","0.515414669490137","0","0.2","1","0.333","12.031925201416"
"64","22","300","20","erdos_renyi","covar","covar_1","PLN","BIC","0.08","0.372808","0.477671746011458","0.409","0.556","0.063","0.114","10.8138456344604"
"65","22","300","20","erdos_renyi","covar","covar_1","ZIPLN","BIC","0.06","0.5141375","0.572889247274601","0.006","0.444","0.8","0.571","14.3317339420319"
"66","22","300","20","erdos_renyi","covar","covar_1","PLN_ZIvar","BIC","0.06","0.583334","0.537574340297965","0.006","0.333","0.75","0.462","7.95832204818726"
"67","23","300","20","erdos_renyi","covar","covar_1","PLN","BIC","0.08","0.38425","0.488073248321478","0.253","0.5","0.08","0.138","18.3486063480377"
"68","23","300","20","erdos_renyi","covar","covar_1","ZIPLN","BIC","0.13","0.6319375","0.619733725485875","0","0",NA,"0","7.98093461990356"
"69","23","300","20","erdos_renyi","covar","covar_1","PLN_ZIvar","BIC","0.06","0.7826875","0.560003327503447","0","0",NA,"0","12.8519332408905"
"70","24","300","20","erdos_renyi","covar","covar_1","PLN","BIC","0.08","0.49","0.451929742709309","0.417","0.7","0.085","0.152","10.4296925067902"
"71","24","300","20","erdos_renyi","covar","covar_1","ZIPLN","BIC","0.09","0.6757","0.561604853765126","0.006","0.5","0.833","0.625","14.3268520832062"
"72","24","300","20","erdos_renyi","covar","covar_1","PLN_ZIvar","BIC","0.06","0.71075","0.519388782612375","0.006","0.2","0.667","0.308","11.6052885055542"
"73","25","300","20","erdos_renyi","covar","covar_1","PLN","BIC","0.09","0.4004375","0.452632255017636","0.137","0.25","0.074","0.114","18.8019361495972"
"74","25","300","20","erdos_renyi","covar","covar_1","ZIPLN","BIC","0.09","0.5610625","0.550586033569627","0","0.25","1","0.4","9.55576658248901"
"75","25","300","20","erdos_renyi","covar","covar_1","PLN_ZIvar","BIC","0.08","0.635625","0.496278109587417","0","0",NA,"0","7.15119934082031"
"76","26","300","20","erdos_renyi","covar","covar_1","PLN","BIC","0.08","0.315478","0.492936502528671","0.125","0.167","0.042","0.067","17.9089694023132"
"77","26","300","20","erdos_renyi","covar","covar_1","ZIPLN","BIC","0.04","0.677683","0.578382370168766","0","0.667","1","0.8","8.92369151115417"
"78","26","300","20","erdos_renyi","covar","covar_1","PLN_ZIvar","BIC","0.05","0.7810875","0.548119753000738","0.005","0.667","0.8","0.727","11.4444499015808"
"79","27","300","20","erdos_renyi","covar","covar_1","PLN","BIC","0.09","0.624416","0.44413682950605","0.087","0.429","0.158","0.231","23.1799342632294"
"80","27","300","20","erdos_renyi","covar","covar_1","ZIPLN","BIC","0.12","0.391335","0.56979282571686","0","0.143","1","0.25","10.5598001480103"
"81","27","300","20","erdos_renyi","covar","covar_1","PLN_ZIvar","BIC","0.06","0.636223","0.492138094016854","0.005","0.429","0.75","0.545","7.21192622184753"
"82","28","300","20","erdos_renyi","covar","covar_1","PLN","BIC","0.09","0.408743","0.461899868263909","0.114","0.167","0.045","0.071","33.2820122241974"
"83","28","300","20","erdos_renyi","covar","covar_1","ZIPLN","BIC","0.09","0.7981595","0.56264423124977","0","0.667","1","0.8","19.2942328453064"
"84","28","300","20","erdos_renyi","covar","covar_1","PLN_ZIvar","BIC","0.06","0.8325525","0.520050454101644","0","0.833","1","0.909","10.1786692142487"
"85","29","300","20","erdos_renyi","covar","covar_1","PLN","BIC","0.1","0.42775","0.402951898611453","0.379","0.5","0.055","0.099","9.42430973052979"
"86","29","300","20","erdos_renyi","covar","covar_1","ZIPLN","BIC","0.07","0.571375","0.526264187857497","0","0.125","1","0.222","15.0662858486176"
"87","29","300","20","erdos_renyi","covar","covar_1","PLN_ZIvar","BIC","0.07","0.7504375","0.489747328093007","0","0.125","1","0.222","6.80618786811829"
"88","30","300","20","erdos_renyi","covar","covar_1","PLN","BIC","0.09","0.626625","0.47356605737551","0.104","0.5","0.174","0.258","31.5253551006317"
"89","30","300","20","erdos_renyi","covar","covar_1","ZIPLN","BIC","0.12","0.6940625","0.592847656186228","0.005","0.625","0.833","0.714","13.9527959823608"
"90","30","300","20","erdos_renyi","covar","covar_1","PLN_ZIvar","BIC","0.07","0.754375","0.526026389331933","0","0.5","1","0.667","9.82859063148499"
