"","simu","n","p","omega_structure","zi_type","zi_config","method","criterion","omega_rmse","AUC","rmse_fit","fallout","recall","precision","f1_score","time"
"136","8","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.3","0.6118","0.671761542026717","0","0",NA,"0","27.3210287094116"
"137","9","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.09","0.5298105","0.436088164832239","0","0",NA,"0","2.67959904670715"
"138","9","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.25","0.519057","0.633481179088185","0","0",NA,"0","37.7646510601044"
"139","10","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.11","0.5033785","0.415243846208104","0","0",NA,"0","1.44755458831787"
"140","10","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.22","0.7030895","0.602207414487656","0","0",NA,"0","25.2571403980255"
"141","11","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.06","0.3152085","0.399396521014432","0","0",NA,"0","2.19542193412781"
"142","11","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.22","0.6580525","0.584853934425282","0","0",NA,"0","26.0130162239075"
"143","12","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.07","0.5128125","0.398476785869552","0","0",NA,"0","2.52910113334656"
"144","12","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.19","0.4174375","0.579467145622822","0","0",NA,"0","30.8022472858429"
"145","13","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.08","0.655959","0.415403892571279","0","0",NA,"0","2.23485469818115"
"146","13","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.17","0.638424","0.591955267164764","0","0",NA,"0","40.3571622371674"
"147","14","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.08","0.4634285","0.411179762320395","0","0.143","1","0.25","2.70197677612305"
"148","14","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.22","0.6552885","0.594631129002758","0","0",NA,"0","34.1392605304718"
"149","15","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.08","0.3847175","0.408338512195473","0","0",NA,"0","2.20983552932739"
"150","15","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.22","0.651834","0.601527784345324","0","0",NA,"0","28.6220703125"
"151","16","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.1","0.589185","0.424141503342107","0","0",NA,"0","1.84875297546387"
"152","16","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.27","0.695161","0.643579550437024","0","0",NA,"0","19.7690901756287"
"153","17","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.12","0.573259","0.42595289561557","0.127","0.556","0.179","0.27","2.36701107025146"
"154","17","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.23","0.7073935","0.615411716160435","0","0",NA,"0","26.9916906356812"
"155","18","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.09","0.7550065","0.428284696639003","0","0",NA,"0","1.81813597679138"
"156","18","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.32","0.836217","0.639612756268835","0","0",NA,"0","31.5654232501984"
"157","19","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.1","0.717764","0.416411696647259","0","0.111","1","0.2","2.26854300498962"
"158","19","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.27","0.4030605","0.623849344698498","0","0",NA,"0","26.5740149021149"
"159","20","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.1","0.4079375","0.439564058909866","0","0",NA,"0","2.29536318778992"
"160","20","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.36","0.3421875","0.656251808677677","0","0",NA,"0","26.0709347724915"
"161","21","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.11","0.7569375","0.433311414274352","0","0",NA,"0","2.57876300811768"
"162","21","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.29","0.6665625","0.647183493952724","0","0",NA,"0","26.7747721672058"
"163","22","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.06","0.7444","0.396679850191249","0","0.2","1","0.333","1.39902544021606"
"164","22","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.21","0.5383","0.570807599642288","0","0",NA,"0","20.6320104598999"
"165","23","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.1","0.4666465","0.416372347390573","0","0",NA,"0","2.46764254570007"
"166","23","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.27","0.5764975","0.618998371314861","0","0",NA,"0","27.3696646690369"
"167","24","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.09","0.635167","0.426982582082589","0","0",NA,"0","2.02098917961121"
"168","24","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.21","0.553466","0.622533936778348","0","0",NA,"0","33.1826293468475"
"169","25","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.09","0.4560045","0.428161431643357","0","0",NA,"0","2.68932485580444"
"170","25","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.25","0.638142","0.628039704389123","0","0",NA,"0","21.3442223072052"
"171","26","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.11","0.5971485","0.425573918171601","0","0.083","1","0.154","1.98133826255798"
"172","26","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.17","0.6660355","0.614864035939176","0","0",NA,"0","29.2501237392426"
"173","27","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.12","0.8271875","0.428349260549247","0.016","0.25","0.4","0.308","2.12285399436951"
"174","27","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.28","0.77025","0.640281794105939","0","0",NA,"0","24.8363184928894"
"175","28","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.09","0.7411875","0.427119221350088","0","0",NA,"0","1.71250414848328"
"176","28","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.25","0.7695625","0.636460077042618","0","0",NA,"0","20.5318868160248"
"177","29","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.11","0.7566875","0.436910303887355","0","0",NA,"0","2.29965686798096"
"178","29","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.32","0.6758125","0.653771698987984","0","0",NA,"0","20.0466854572296"
"179","30","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.09","0.7528295","0.415745141116553","0","0",NA,"0","2.13132405281067"
"180","30","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.2","0.651249","0.598529188216263","0","0",NA,"0","23.8098366260529"
"181","1","300","20","community","sites","sites_1","PLN","BIC","0.07","0.8171","0.592640762864772","0.006","0.7","0.875","0.778","1.96230983734131"
"182","1","300","20","community","sites","sites_1","ZIPLN","BIC","0.07","0.77255","0.598273645814096","0.006","0.7","0.875","0.778","39.7949209213257"
"183","2","300","20","community","sites","sites_1","PLN","BIC","0.1","0.7158685","0.635429675919413","0.029","0.688","0.688","0.688","1.77073502540588"
"184","2","300","20","community","sites","sites_1","ZIPLN","BIC","0.08","0.706656","0.638897456995107","0.04","0.688","0.611","0.647","39.7574598789215"
"185","3","300","20","community","sites","sites_1","PLN","BIC","0.08","0.6609145","0.65244032371799","0.006","0.692","0.9","0.783","1.41289901733398"
"186","3","300","20","community","sites","sites_1","ZIPLN","BIC","0.06","0.6622075","0.662800921338005","0.073","0.692","0.409","0.514","27.9374017715454"
